id,rate,score,title,neighborhood,price
gVikx9Ad2aAVv0BXnJJPKw,3.5,90,french,Potrero Hill,$$
I1MLJDLj7aXZI5Q1xJBSbw,3.5,94,american,North Beach,$
MvAo0hj9FXOeNL5PwBZ0fQ,4,83,american,North Beach,$$
mDM7-ho67ePJXd5TodtCOg,4.5,100,italian,Nob Hill,$$$$
pG1pVDg_Krjx2-4OBb8m1Q,4,77,italian,Excelsior,$
vuYas7gLlshLOWw6GCnKFA,4,83,italian,Chinatown,$
X0tF-V3xRMux06pzayd_Uw,2.5,84,italian,Chinatown,$
SeXRih1jqC_GV1suD1bf-w,4,87,chinese,Chinatown,$
x2FfPtrPEYYFIK3RL1cf-g,3.5,83,chinese,Chinatown,$
wVswHX9M3IP0zWXIgLF-6w,4,79,chinese,Financial District/South Beach,$
gsf5yf5HS3h8Z8MHpJ4t3w,4,90,french,Financial District/South Beach,$$$
ZsQhaeLD3x-cP6AkGKs3PQ,3.5,98,french,Financial District/South Beach,$
dcnNyiZEsTgD1HWwNe749g,3,84,japanese,Financial District/South Beach,$
7zdRSvbg9zbp5tV9Y_-glQ,4,89,japanese,Inner Richmond,$
eu3UCrfFkTF73F0idXeJ5Q,3.5,68,chinese,Inner Richmond,$
LhK62UzwSDAr0eO--ikToA,3.5,88,medi,Mission,$
SyJBeBSQOfhTElMQLAO_SQ,4,96,medi,Outer Richmond,$
JdHEVcbbZjr4GR2m-69-yA,3.5,83,medi,Outer Richmond,$$
ZiTRspDPY9T_kh4tQDwDMQ,4,90,medi,Outer Richmond,$$
kTLg9WzrJIujIYWKcYBGSw,3,76,chinese,Sunset/Parkside,$
m6abLI3UD-As-Z5-J-HiyA,3.5,94,italian,West of Twin Peaks,$$
TNygOlfp5YPvuDPobtTUMQ,3.5,92,italian,Mission,$$
f7GbmIcePXbV7ZtQv4_JNg,3.5,92,french,Mission,$$$
eRft7qf6rgxuSptQnKEWzg,4,90,french,Haight Ashbury,$$
b1aZxd5Auo1f5rG9zgr0Ig,3.5,70,french,Haight Ashbury,$$
TkG9X1noKvdPMHd7sjkVig,3.5,86,french,Mission,$
#NAME?,3,76,chinese,Mission,$
U3s-sJmrxCWLvqvS3sHpEQ,4,88,latin,Mission,$
jHCtJJycHt5DLAlPjQ0PoA,4,96,latin,Mission,$$
NcXfS-AbgTM9Hjfz2bmMRQ,3.5,86,medi,Nob Hill,$$
y1_s1xAC7eRK1ws3L92i-Q,4,91,medi,Mission,$
PmmrgKphGJfpeTqt-65AAg,4,86,latin,Mission,$$
frKZTOHKDKDkrK5pePByPw,3.5,90,latin,Mission,$
RtXDJgw6ts1TAv9mwFNZGg,3.5,70,chinese,Mission,$
r0N9vb7G4Us8HEG20v4NkA,3.5,87,latin,Mission,$
eQHepA7u_mb-0TIb8t8EXQ,4,87,italian,Mission,$$
JARsJVKLPgs_yC3cwDnp7g,4,87,latin,Mission,$
L-PBJJvUi_WfrD0uSpR5Jg,3.5,83,latin,Mission,$
EbBEbroBw1k_g5Aqokk0rA,4,83,latin,Hayes Valley,$
jnwvfL75CfMAENBAOlXUJQ,3.5,87,latin,Hayes Valley,$
6iR0zBfiup79DErYKAXY0Q,4,91,latin,Hayes Valley,$
VlNE3m59v836-t3V4ZaOWQ,3.5,92,latin,Hayes Valley,$$
#NAME?,3.5,74,thai,Haight Ashbury,$$
SEZpdigGSqVNWnyANNIMeA,4,82,thai,Mission,$
NmyTdXzHTSMXX3VKRrERIQ,3.5,72,chinese,Mission,$
_fskSC0Z0k27FrLj2OGI9Q,4,80,thai,Mission,$$
Zx_VDLeaFdnMFkGyorDZtQ,4,85,american,Mission,$$
VnU_7mWzHWhmiAPJoQeFeg,4,89,latin,Mission,$
0bOTdcDSINp0no-key6qaw,4.5,84,latin,Mission,$
0myyr8Sjx9KogDuuZy0R9A,4,98,latin,Mission,$
A6D6wG5y0sqpaqJjgc8QeQ,4,84,thai,Mission,$$
_mWCUrUZf_ytJj2N87On2Q,4,90,latin,Mission,$$
oFBA0gy9tyD89lmlLmb-Og,3,92,latin,Mission,$
FkmficKyZxewFcG5H2FcNg,4,98,japanese,Russian Hill,$$$
8Z22EdDZNQ-FsPQticEV5Q,2.5,100,japanese,Western Addition,$
iGa7bnHGU3uWZWoq-KVWOA,3.5,94,japanese,Marina,$$
tkLC24zVhWLCCFQp3NCKMw,4,92,japanese,Marina,$$
7xHM9hJH0INQhRtqUnTx6g,4.5,90,japanese,Western Addition,$
_vQZbUY7s373Z17atFNtsg,3,88,japanese,Outer Mission,$$
n5LHxcE-fbgr9O4Unri_ug,3.5,73,american,Hayes Valley,$$
41OVDdg2fu94A35utLTHxQ,3.5,65,american,Pacific Heights,$$
CqhD3Ou25ygJPvweqFaZSw,3.5,79,chinese,Inner Richmond,$
yBwejh5N36gw4DOt49t3wg,3.5,74,chinese,Mission,$$
4M1wrPcRWO1iOLsB8-ZuRg,4,94,chinese,Tenderloin,$
ZWvXWUhJUBph9Ip1a2j-xw,4,94,chinese,Tenderloin,$$
0FU4AMHgNcElMtoXg0Li6Q,4,88,american,South of Market,$$
cseyjQ0XIp6dwC0_TcaMOg,3.5,96,japanese,Tenderloin,$$
msT3LrLB4fhN04HYHuFsew,4,73,italian,Inner Richmond,$$
OU_Ld8rlL1eWeW5V_L6CCA,3.5,88,viet,Outer Richmond,$$
eQ0wFQTrHrKDUun-v-hpBg,4,94,american,Financial District/South Beach,$$
3IPHiyXfwdN7lwz5qqotJA,3.5,90,american,Mission,$
QZNRa98Xb0UNwg0GoqNyzw,3.5,90,thai,Castro/Upper Market,$$
MmI91-KoLkfdMVQhaafvMQ,3.5,85,latin,Haight Ashbury,$$
smceLM-VDB5jkILB6OSSvg,4,96,italian,Haight Ashbury,$$
hSLhT8Che055WbkweNi-Ug,3.5,70,chinese,Portola,$
QE03EivHJZ8gbbAvFLMyIw,3.5,79,chinese,Mission,$
z044R1luJTuVtzUGUA9d-A,3.5,90,chinese,Mission,$$
48jDL_PmclHPRW9txNrSDw,4,83,chinese,Mission,$
0v8I8LNHG7ABK9rJKJ46AA,4,77,chinese,Mission,$
3AfJM2V4SS5v3nVoJfo-wQ,3,77,chinese,Bernal Heights,$
g4vf4bYFhvSmkWZn3DMt-g,3.5,88,chinese,Noe Valley,$$
kd4Xqgpkkv5vftm2ayCWrA,4,78,japanese,Outer Richmond,$$
i_OkjtKWm02Upc-PlcUrrg,4,100,american,Noe Valley,$$$
Ux_bs6eZ7WqIsLepTw1uBw,3.5,87,chinese,Noe Valley,$$
rxY7canIJeXtICb6lprUcQ,4,96,american,Bernal Heights,$$$
qI4Jix1Ru5YZgF_MalHI1w,4,91,latin,Bernal Heights,$
uymg9f_cBIprwMWOqzHGhQ,3.5,85,latin,Glen Park,$
BMlbJybqNRBUrpXsbSR9cA,3.5,90,american,Inner Sunset,$
dNyfcHW9qlAo9V4Raa5EwA,4,88,chinese,Inner Richmond,$
CgrDoK7B3fXp0Og5eAd30Q,3.5,73,chinese,Inner Richmond,$
0w6dNMrpBQFLxhVYqx_J5Q,3.5,80,chinese,Castro/Upper Market,$
aosv00cXSYlT9FqFnrV2Fw,3.5,85,chinese,Marina,$
yNU6sPRWzVl0ngCRqat1TQ,4,94,chinese,Marina,$$$
_mdxYZT1RDtKTZcYz9mo8g,4,96,italian,Chinatown,$$
KewsTgYKXUPuUU_X1I3O6w,3.5,90,italian,Marina,$$
qtH79N3gbcOe4ToQWBckuQ,3.5,84,japanese,Noe Valley,$$
ZtFGuS4Z3rZ-J3Abw4V-oA,4,85,italian,Presidio Heights,$$$
Rj7h0U3Qm8NABv7IdBremg,3.5,98,italian,Presidio Heights,$
#NAME?,3.5,92,italian,Presidio Heights,$$
1iO6SaWry8C6i_n4cFsxCw,3.5,88,latin,Castro/Upper Market,$
lyFzzkaq7NZ_qW1a68KT6Q,3.5,78,indian,Mission,$
1dwJK21zm7cuhUKdROWJXQ,4,83,latin,Outer Mission,$
h0xVRPUZiVhM6UR5VIu0SQ,3.5,78,latin,Outer Richmond,$
I_HROMlTfLb01M5R_qafyA,4,79,chinese,Visitacion Valley,$
vTGaPVLF8saopNqIkHRlzw,3,90,japanese,Chinatown,$$
HL4vi-tSyYvGIex_CsOcNQ,3,88,chinese,Sunset/Parkside,$
iMsButW1ZqSssl_a9-UFXA,4,86,korean,Russian Hill,$$
pXV02Lj-jWt6rgHRQzJmqA,3,81,chinese,West of Twin Peaks,$
7HHq6MKpWcZqUgwsQaBSZw,4,85,chinese,Chinatown,$$
KI5zzFIdRfwTExsB51z_zw,3.5,96,chinese,Sunset/Parkside,$$
8fPAYyTxg2jMDYmWUDhasw,3,92,american,North Beach,$$
_JB5Bv5h7txJ7rcqcQJ6fw,3,94,japanese,Outer Richmond,$
cjfJOMF6hpE7bX0ESWdAEg,4,100,japanese,Nob Hill,$$
O19HZS-FXu0sZF8ObQ3meg,3,90,japanese,Chinatown,$$
PsY5DMHxa5iNX_nX0T-qPA,4.5,87,medi,Financial District/South Beach,$$$
HZ6-_Lzdv7Q8aacNs8m5zQ,3.5,96,medi,Tenderloin,$$
sZ0pm4KX5z1n5SAAg96vVw,3,88,italian,Noe Valley,$$
9PWo-h-TiQYaIZ5w0MqhLg,3.5,85,chinese,Pacific Heights,$$
vxwILNakRRPDodiDswtcdA,3.5,77,american,Financial District/South Beach,$
IEsEE24dqyKEoqDNoHHMeA,3.5,87,italian,North Beach,$$
8iCT68sz4XDUdf_xY3s5kQ,3,71,american,Mission Bay,$$
n6L5VIGunR51-D55C-eYeQ,4,86,medi,Mission,$$$
aSeldMKv9G6_8-gV0bjwvw,3,94,american,Financial District/South Beach,$$
OszzYPJNu2XEwGgHTItWWg,3.5,84,medi,Nob Hill,$$
HcZ1IJ9r0EIhg0_CKFmF7A,2,83,medi,Lone Mountain/USF,$$
JS-IJCxe6dtL9jRH1eO1UA,4.5,89,medi,Nob Hill,$$
zBEsW1dUwPpbVpKmp5Qw0w,3.5,82,american,Nob Hill,$$
5tmp6OoIzM6af3717J3tFQ,2.5,79,american,North Beach,$$
djqM0f9jSqWx_xOnIIu19A,3,85,american,North Beach,$$
w3DA7txnRUxm6SJ1Qy8WFg,3,87,american,Financial District/South Beach,$$
yQ32-Q3zH1HRZ3E5WAc-oA,3.5,96,american,Western Addition,$$$
3RJUL5DfLbd0NkPauggmbg,3.5,75,american,North Beach,$$
tM6g-7Yh2zuqOalPw2_itw,2.5,94,chinese,Chinatown,$$
tHUqf0Fi5vBre8IeXY7N-A,2,76,chinese,Chinatown,$$
DwUGsS0bXNYt5FNNiSRJfw,2.5,96,american,North Beach,$$
j-YSc5tp2_KygRXjU_SG0Q,3,87,italian,Hayes Valley,$$
sh5emqsZCFjM67xIcp-V0A,4.5,96,italian,Chinatown,$
9Q8_UWUAf32TbnldHWonRw,3.5,90,thai,South of Market,$$
_Xn0TVa1lSQSa-h32SptRg,3,90,italian,Lakeshore,$$
7oA1-P6GZ1jwFIe0YejLXA,4,88,american,Mission,$
vp1VTH08YSA9O9w6ej-G0A,3.5,89,latin,Mission,$$
8bySDwY9OU-DWaZebUR7vg,4,74,american,South of Market,$$
1EiMCJuOr-VoP2EIaiYmtQ,3,90,chinese,Chinatown,$$
XsOlmp-7Vn-1GBLG6gDGug,3,88,chinese,Financial District/South Beach,$$
_3MJz0zgTg35NZGlifqQzQ,3.5,88,chinese,Sunset/Parkside,$
GjdLppkFQODOiV4DQZ5EyA,4,92,italian,Nob Hill,$$
SQuQ32gVOVsnXrKCOXl0Xw,3,98,latin,Financial District/South Beach,$
b1Y_BNGcGuH07N3GV9bPHg,4.5,79,latin,Tenderloin,$
lFuTnqxZkFpPyXlPzXQFyQ,3,94,latin,Pacific Heights,$$$
BahDyzswTsdaSa8jnOaK-A,3.5,83,viet,Nob Hill,$$$
0100LAmvjZPFjEPswwrDBQ,4.5,90,viet,Japantown,$
FqYg7BcsryLFiUTknxpQpw,4,90,viet,Russian Hill,$$$$
np0rNe05zgX1xlYEl3lbJA,3,94,french,Tenderloin,$$
olSQ9Rs1dr0VQvY1bypuhQ,3,92,latin,Russian Hill,$$
5ZIFE2VvL8iH3apK-eNI6w,3,85,thai,South of Market,$$
jgp3WlMySClJ43Zt0bvA2w,3.5,75,thai,South of Market,$$
m25TCUvChxm4Bd6dRYDYPQ,3.5,90,american,South of Market,$$
SvpTxa_8_tclKB6Tk298dQ,4,70,american,Financial District/South Beach,$$
u-pywNLq06dgqR48kbFR9w,3.5,90,american,Financial District/South Beach,$$$
h2nqqNtrmTjZTMMV_pjGqQ,4.5,88,italian,Excelsior,$$
kX72p6TVSZbN1PfQV9bHDw,2.5,78,italian,South of Market,$$
S6yq--21j7fFadh-aXBtRQ,3.5,87,american,Financial District/South Beach,$$
TmelSWto9a_EkxsAn7UO0Q,4.5,100,american,Nob Hill,$$$
llmqe5EL99kPqqT3T7C8vQ,3,80,american,Nob Hill,$$
KfrgWyMWH1HBGvoUkDYoRQ,3.5,82,american,North Beach,$$$
__hyW0T_P6Ajlau8xsQW9A,3.5,72,chinese,Chinatown,$
rae5BYOri8Def-VVYZzpSg,3.5,93,american,Financial District/South Beach,$$$
6h7YCp2KLfbu3tbRmNSb-g,3.5,87,italian,Russian Hill,$$
WxxE5kE8omgQhJE8sWIvmA,4,85,american,Financial District/South Beach,$$$
WW9gZCtw0aj1ai-KB053tg,5,100,american,Nob Hill,undefined
ZfE0TxCFxLTjL8qRLFfLcg,3.5,85,chinese,Chinatown,$$
hPdebXu_37ELCtoDaVuU8g,3,76,chinese,Chinatown,$$
IxN2C6t6W21C_3aPKh2Pyg,3.5,94,chinese,North Beach,$$
eBxkmr-hJ2KgpZQzEO3ArQ,4,79,korean,Outer Richmond,$$
iguOSVitkzZ8EIMQcOn8VQ,3.5,76,chinese,Sunset/Parkside,$
FKl4FrQ_es5GLRo6UmYaQg,3.5,76,american,Inner Sunset,$$
u6AFSw9Hawsjhf7hmFdoSg,4,91,american,Inner Sunset,$$
wmsSH390xs2w-32y31dGnQ,2.5,96,american,Sunset/Parkside,$$
DyXoC_NhJW0Xx5j_OPQRHQ,4.5,98,american,Inner Richmond,$$
YDeqSFd7qdbbFiBUO6Gpjw,3.5,81,japanese,Sunset/Parkside,$$
Mbv1R8pCzYgVGQMBjsoetg,4,90,japanese,Sunset/Parkside,$$
tWjWAyRbodjg3YPuvdzVdg,3.5,90,chinese,Financial District/South Beach,$$
-4wz0dOG3RdBNYE02l9KjA,4,82,viet,Outer Richmond,$$
R8i81IRfwk-XCLqmYl2zwg,3,96,american,North Beach,$$
Bfc3RwM7UAEohk9e19Q1xw,4,85,viet,Sunset/Parkside,$
dw8qVLSb52nttZ5l_x_8cA,3.5,90,viet,Sunset/Parkside,$$
GNzoAOXPxP0UzW7fb51dNg,4,89,italian,Inner Richmond,$$
VyvrQn7j_YfsxKkFl7T3ww,3.5,88,italian,Inner Sunset,$$
ptlwIBbhC6m6TdcQscf54A,3,82,american,Lone Mountain/USF,$$
z9CN58fSrA46ggyb6OnCnQ,4,92,viet,Sunset/Parkside,$$$
bNzN08w-3OmD3ag9-9gITA,3.5,81,latin,Outer Richmond,$$
RFN0LfJqSO0lGcArWikKdQ,3.5,60,chinese,Sunset/Parkside,$
pWVSjwLLjclFGWmhkqsWLw,3.5,71,chinese,Sunset/Parkside,$
d39E8gTlEoQY2iyyldZDsA,4.5,89,chinese,Inner Richmond,undefined
tpKQsdpEQWEW4mzkKRUCEg,3.5,92,latin,Outer Mission,$$
an7BKIlXd-UPfdeFCImDqA,4,92,latin,Outer Mission,$
jiSwbGIdmhuY3Z8DhrtrGA,2.5,90,italian,West of Twin Peaks,$$
3d9fGSDpuNQl7XI7zmmzmg,2.5,85,italian,Lakeshore,$$
8rwcx4ZwW_tEj4onnXnEiw,3.5,90,american,Chinatown,$$
R-IHnccjb6tXlNXzR-xsng,3,82,american,Pacific Heights,$$
hR-QnUgMeKKnO0l5k9zqcg,3.5,76,chinese,Nob Hill,$$
#NAME?,3,87,latin,Nob Hill,$
iPjBmVKab77FtlQ8ULpf-g,3.5,87,latin,Nob Hill,$$
DSJiMF9I6FC173w7e8DU_A,3.5,94,latin,Western Addition,undefined
cSv73MzW5gtDMoQNr-CLOA,4,94,latin,Japantown,undefined
sW98jWYHl01r46avD5cUYA,2,87,latin,Western Addition,$$
83lEHBx7nSKvdLz_P5xbMw,3.5,90,latin,Western Addition,$$
ERQmO2w3OOsxw_GVkmuG3A,4,80,italian,Marina,$$
wdlyeH5ug7uZpvtb-N97fQ,4,98,italian,Russian Hill,$$
ImPPcbVqEFhNw42S2BZ_EA,3,96,american,Russian Hill,$$
WavvLdfdP6g8aZTtbBQHTw,4.5,98,french,Russian Hill,$$$$
Yw4GGa8B8DRNCJOADxk41Q,3.5,94,american,Castro/Upper Market,$$
29ys00My-dBVpBDIO58ifw,3.5,86,american,Russian Hill,$$
E5Q4UGqkSaiiLXN5LYFGaw,3,86,american,Russian Hill,$$$
eSixRz7xcwtFdeh9hN5TyQ,4.5,92,french,Russian Hill,$$$$
2DAdvB0JM1UTZXkVvk3_UA,2.5,80,french,Marina,$
oT08T3Vpn1I7jDmrBBRMTw,4,96,american,Russian Hill,$$$
glXWa4c-RNZnhrOwixGVrQ,3.5,100,american,Financial District/South Beach,$
DeKT97qu8tUk0gDcHUFiCQ,3,82,indian,Tenderloin,$$
idI1fL-AsM0nhdIPpHf3sA,3.5,100,american,Tenderloin,$$
t5RMQkzbRtOrTHsxL5c31w,3.5,94,american,Presidio Heights,$$
#NAME?,3.5,92,american,South of Market,$$
2FhkLW_EwD-CwOzteklkIA,3.5,94,american,Financial District/South Beach,$$
4raSXRuvBH1CHawSsuJiBA,4,89,american,Nob Hill,$$$$
PNxwbgtfdpldd3CyJFIw3w,3.5,86,japanese,Financial District/South Beach,$$$
gthEshtyLALCxaFssXj-IA,2.5,85,japanese,Bayview Hunters Point,$
yvssBOb67JSbpCBoZC1X2w,4.5,88,japanese,Potrero Hill,$
OUaJngCEvUblIsVHTAgSxA,4,100,japanese,Russian Hill,$$
f-m7-hyFzkf0HSEeQ2s-9A,4,86,japanese,North Beach,$$
iaKZgEBfD4Ak4OR2vNKFrg,3.5,91,american,North Beach,$$
jqEpBbf_qNfWuz_GBkwCjw,4,98,italian,North Beach,$$$
GNjQKG-Satm0HjwpWXWoPQ,3.5,71,chinese,Financial District/South Beach,$$
lL-Zq1hlHreP7qAA2sVqNg,4,85,thai,South of Market,$$
sx-VbkIbvoqW54ZVHF-uBw,5,96,thai,Excelsior,undefined
oRvgzZeQ2nsTzi5Tq4efYQ,4,80,american,Castro/Upper Market,$$
LYzW5O-VQ0k-8INvA0_ryA,2.5,92,american,Portola,$$
6e7gMgVJRQ5rtkIbTF6TLQ,4,86,italian,Chinatown,$$
3LZRfbnx8bCpHWrRDSIF9g,3.5,100,american,Nob Hill,$$
Tttm1r5Dw1sRMCfc3EQWPw,4,92,american,Financial District/South Beach,$$$$
ReVmLKOsB1BAp9nQAqPL3Q,3,85,american,Golden Gate Park,$$
XEGUUUrxrprfwnOeiYDtaA,3,87,japanese,Nob Hill,$$
VZwe5P-at3JYNCxOVSfe-g,3.5,90,japanese,Nob Hill,$$
AvFSHrmxVfZpsVq_IGUN8A,4,92,japanese,Nob Hill,undefined
mydKjdG8gJOcRQ9cZwkQpQ,4,98,japanese,Nob Hill,$$
gxrEcezQqUf0rtT5QK0zqQ,4,100,japanese,Nob Hill,$$$$
ottYyioDD3E8OBzrF4QXfg,4,96,italian,Nob Hill,$$$
iC9OiuGRImCjkmlAPusuPg,4,98,italian,Nob Hill,undefined
KI9EcA3cTshyic_fxyJxLQ,3.5,92,chinese,Chinatown,$$
Q7_LfqaY3TrDaSIr7lk1TQ,3.5,68,chinese,Chinatown,$$
AtU4bqmaF5Aw3zc1_n68Kg,3,74,chinese,Chinatown,$$
m3xdxV8YNH5uh1N01xdnLA,4.5,98,chinese,Chinatown,$
5vAr0fMMF1BBW-ZJgr3UYg,4.5,98,italian,Chinatown,$$$$
QxHtdBOe3Kppf8tEd2Wm6A,3.5,83,chinese,Chinatown,$$
TfnEaxxOWzgiJXTEILUvQg,3,90,thai,Chinatown,$$
1pq5mmp71nXWBK_jG9VxHg,4,94,viet,Chinatown,$
#NAME?,4,90,viet,Financial District/South Beach,$$
IPpQnGDJVApDEM5A93txtw,4,89,viet,Inner Richmond,$$
QhXJqmPoR6jyCf44ck7Sxg,4,98,american,Financial District/South Beach,$$$
eozQsh2UnHM9aok46zGgyA,4,87,american,Lone Mountain/USF,$
aiASj7pJtkGJQfOOmyz5bA,3.5,68,chinese,Outer Richmond,$$
353bun0151fMbR3ut2d-nw,4,94,french,Hayes Valley,$$$
EnncsZJgZu9a2ixmdner3w,3.5,68,french,Mission,$$
ZAPitG9126yVupKWHp54yA,4,81,latin,Mission,$
ri7UUYmx21AgSpRsf4-9QA,4,89,latin,Mission,$$
Vkz5U3C0WC33pPl7CHfmsQ,3.5,85,latin,Mission,$
hkqph_Rn9-_4TzGNJLIpzw,4,81,latin,Mission,$$
4KfQnlcSu4bbTqnvGdGptw,4,89,italian,Mission,$$
pY-nPVcbru-YjVZnkddiig,3.5,90,italian,Hayes Valley,$$
JlhJM4ulY5sHsLcUiENpCQ,4,90,italian,Hayes Valley,$
DGyoVB9PdI9_jw0CNi_OPg,4,86,italian,Hayes Valley,$$
oqsu3pKpgRMGHj9QItsx0A,4,90,french,Hayes Valley,$$$
xse3B5a0eDiReKKxxgxD6A,4,82,french,Mission,undefined
UjjNgzBFAVXF3iVXPVjH_Q,4,90,latin,Mission,$
rJoGt8B0gwRYlJJdcmqIaA,4.5,96,latin,Mission,undefined
FIERsM_ekDqkvfHUYLGOdw,3,92,american,West of Twin Peaks,$$
iEbNZymY3kEbPG7wP1i19w,3,80,latin,Mission,$
_Itb3Ma0XVP1df1mIzXT_Q,3,88,latin,Mission,undefined
nedVe-DuR94YuISPnIWNlQ,3,96,latin,Nob Hill,$$
7CDYvq7H9RmtaInM8FEbtQ,2,70,chinese,Chinatown,$$
XAE0cMnzaJlz5aQBFGArUA,3.5,90,chinese,West of Twin Peaks,$$$
R8M5LVLLFZK8EnBU5T2O8Q,2.5,94,chinese,West of Twin Peaks,$$
LPbxqvHlctFiYsfZTx3YrQ,3,96,chinese,Japantown,$$
YA_IfP1_x89yjxzKGn1QyQ,3,76,chinese,Sunset/Parkside,$$
av8vitp4twNYvUi4Ox0pGw,3.5,92,chinese,Marina,$$$
yQ5_zQbdfiexfvDe90__KQ,3,96,italian,Tenderloin,$$$
NMTWmJKWxJD1flwkn7JIPA,4,88,japanese,Marina,$$
e4mPhiUpHDzJSm27p8rCvQ,3.5,92,japanese,Financial District/South Beach,$
hpWcjUQ0dhXRN-2wUWQYCQ,4,91,japanese,Inner Richmond,$
jMEWC8hTokdYuvtAsJvoow,4,98,japanese,Presidio Heights,$$$
K8y9xQpMMVjkWu5Au1pMkw,3.5,80,japanese,Japantown,$$
tIzKxpADKMMmzDr5n07lQg,4,92,american,Mission,$$
nmtqc0suF9Hd34iHU0Gj-A,3.5,83,italian,Mission,$$
2L4tJ-kfHaBXlF1nwDz-_A,2,96,italian,Tenderloin,$
7E4oGj36ctPi58hm9-PYHw,3.5,86,japanese,Mission,$$$
8oe2cvC0vlQ0DC7Mc_mOjw,3.5,100,japanese,Tenderloin,$$
uWyXImD7_A9Y28swUVbu2g,5,100,french,Tenderloin,undefined
7iuGZ73QExZmZuzH9pgiJg,4,90,french,Tenderloin,$$
aO_98F0hBu9f6T7YOsFwrA,3.5,100,french,Tenderloin,$$$
Mb3nf_7My-2vEIEFhqhsXA,4,100,french,Nob Hill,undefined
aHnXmu0YUUg5WW_ERihxTw,3,67,chinese,Chinatown,$
mMhkpTh7RkxKgDrnWPSgcA,3,88,chinese,Chinatown,$
V00NCzDBLV9m556XVTvBww,3.5,87,american,Castro/Upper Market,$$
KRcMsXmeILmC8OXmcXOQgA,4,72,american,Mission,$$
NO7uen-10Bwkf_n4tHCEjg,3.5,87,latin,Mission,$
OZAZSQnvAGeETvoKRSEbuQ,4,76,latin,Castro/Upper Market,$$
5NvXIkNdCCqUb235WVfMJg,4,94,latin,Mission,$$
59v5gU6MG3FrZ0Z7RYXEkg,3.5,83,chinese,Financial District/South Beach,$$
M1qm-JWaI1tHVBx-XLJbmA,3.5,90,chinese,Financial District/South Beach,$$
DMWoU9-aRw78JTfspcdEeQ,2.5,66,chinese,Portola,$$
o59qKtdaA39Y_A3liqRHyw,3.5,80,american,Financial District/South Beach,$
7yYLaUjI5cFRaXWDKfRGbg,4,81,italian,Noe Valley,$$$
uCvVetBZHmlVPzVrNmQTnw,3.5,96,american,Noe Valley,$$
Y8ZJNrzTPv7_fE6uQUwHEQ,4,84,american,Marina,$$
7ZCuoFL4bmDY0Eh3bIZ2Jw,3.5,79,american,Marina,$$
TgFUSRFSgfNhzi-2ZWC8Ug,3.5,82,indian,North Beach,$$
Fw7rbyKQGZEHpqFDVs6dBg,3.5,96,italian,Castro/Upper Market,$$
SX63MrpvROHn0QLzhvYkyg,3,94,american,Mission,$
Co_g1tFxnqOVRDmNLCgSvQ,4,82,american,Financial District/South Beach,$$
7-dTTiS53rgn0SdqczzAIQ,3.5,79,chinese,Outer Richmond,$$
1hkvOkD9MZINKlDzIweByw,3.5,79,italian,Chinatown,$$
t_89aTecX2_eFBUto_dCPw,4,96,italian,Financial District/South Beach,$
FrQ3dMKHOHNk5T56cKVKpw,3.5,94,american,South of Market,$$
DfPLBY50sx7-A1aI0wmoLg,4,88,viet,Tenderloin,$
vbuiWssdvlk_IuNOZjAIkQ,4,98,viet,Tenderloin,$
kZ8ck1e5NP-Y84hyWL8-dA,4,100,viet,Financial District/South Beach,$$
mu5mTXmFU4xKHx2pDwipiw,2.5,92,viet,North Beach,$$
l0VE1ZrQtZNn8TY6P5Y9vQ,3.5,94,viet,North Beach,$$
CkOeyh7EfTLtBavxoTwhxw,3.5,96,viet,Sunset/Parkside,$
F1SBxEsVUAWopHKw4UZzIA,3.5,92,american,Financial District/South Beach,$$
y6pcHVbmjY-WkRIA_ZSj0Q,4,94,american,Marina,$
y0j4nhd8rYAyZgdsHOXjPQ,2,94,american,South of Market,$$$
ODsSwHhEsCAkksnm0ROOFg,3,94,american,North Beach,$$
aVO_-SlozVuQnTJctQ0MiQ,3,96,american,Tenderloin,$$
OlO9Yhi_vWYt2lrA_HbMGA,4.5,96,american,Potrero Hill,$
jxlkPU4z1r2LD_3-Mw2Pjg,4,92,american,Chinatown,$$
7-dAb6BdjgJE_KHTX9CNGA,4,94,american,North Beach,$
oHuPyoGY7nhCQeprHCv21g,4,89,american,Noe Valley,$$
AdyFXT7PeSiySYdIFmmlWw,4,100,american,South of Market,$
yGEc-cj9Quk5mUh7maoPXA,4.5,94,american,North Beach,$
SwyJpXMtT67jNuG_rj2v_g,4,96,american,Castro/Upper Market,$$
QDarzSRtDcvfV00djqCnTw,4.5,82,american,Castro/Upper Market,$
H3LVKSUbbUFqlTuxDKerAg,4.5,93,american,Mission,$$$
ceywr-Y82kXrOnGq7OS30g,3.5,90,american,Noe Valley,$
D9D7J9dCcMyq5KD4ybzLEA,4,100,american,Financial District/South Beach,$
Nkq3HnaWhaNs2aaHXauhfQ,4.5,85,american,Castro/Upper Market,$
JFexh9AHdobHpq3yQe0_aQ,3.5,77,american,Portola,$
QXChDC8Lc5RQZoNXHuUCPw,3.5,94,american,Financial District/South Beach,$
bVPV2GxCym_HjxBCvSlfHA,4,96,american,Lakeshore,$
5UKX9xWwIMRLRdtzkRyZuA,4,83,american,South of Market,$
NAGwRWEzfGw3X_EIQ1j0mA,3.5,79,chinese,Chinatown,$
_wwK7GNlzZFoZNyQRygu_w,4,94,chinese,Sunset/Parkside,$
